id,name,brewer,style,abv,rank,av_rating,n_reviews,n_ratings,desc
5753,Fire Rock Pale Ale,Kona Brewing Co.,American Pale Ale (APA),5.8%,82,3.64,704,"2,467","Fire Rock Pale Ale is crisp, refreshing “Hawaiian-style” pale ale. Its signature copper color results from the unique blend of specialty roasted malts. The pronounced citrus-floral hop aroma comes from the liberal amounts of Galena, Cascade & Mt.Hood hops added to each brew. 35 IBU"
1213,Doggie Style,Flying Dog Brewery,American Pale Ale (APA),5.5%,83,3.66,"1,009","2,432","Trends may come and go, but there are some things that never go out of style. The classics transcend time and place, etching their mark in the part of your brain that sets the standards, honors the traditions and warms you with nostalgia. The are definitive of nature, molded by nurture and the epitome of taste. Hops: Northern Brewer, Cascade, Citra, Simcoe 35 IBU"
98383,Mosaic Promise,Founders Brewing Company,American Pale Ale (APA),5.5%,91,4.07,433,"2,363","Mosaic Promise showcases two unique ingredients: Mosaic hops and Golden Promise malt. The versatility of the hop’s pleasing aroma and flavor characteristics and the traditional barley’s depth of flavor comprise this clean, rich, golden beer. We can brew complex beers with the best of them, but we recognize that there is also beauty in simplicity."
88949,Fort Point Pale Ale,Trillium Brewing Company,American Pale Ale (APA),6.6%,99,4.47,245,"2,205","Our signature American pale ale balances light, crisp, malt character with an abundance of hop-derived aromatics and flavors from the use of Citra and Columbus. The fragrant nose is fresh citrus, tropical fruit, and peach. Bold flavors of pineapple and mango mix with dank notes of zesty citrus and fresh pine needles. With the smooth mouthfeel, gentle bitterness, and dry finish, Fort Point is our standard daily-drinker.  MALT: American 2-row Barley, White Wheat, C-15, Dextrine HOPS: Citra, Columbus"
1158,Pride & Joy Mild Ale,3 Floyds Brewing Co.,American Pale Ale (APA),5%,87,3.89,697,"2,204","A smooth, medium-bodied session beer with bright citrus hop aroma and finish. Our interpretation of an American Mild Ale. 42 IBU"
6590,Hazed Hoppy Session Ale,Boulder Beer / Wilderness Pub,American Pale Ale (APA),5%,83,3.66,881,"2,062",
5643,Pale 31 California Pale Ale,Firestone Walker Brewing Co.,American Pale Ale (APA),4.9%,86,3.85,580,"1,996","Pale 31 is brewed to exemplify the classic California pale ale style, hence the name honoring the Golden State as the 31st state to be admitted to the Union. Beautiful ﬂoral and citrus hop aromas greet the nose with undertones of lightly toasted malt. Crisp pale and crystal malts oﬀer a hint of sweetness. Subtle hop bitterness oﬀers a refreshing ﬁnish. Perfect for a sunny day at the beach or barbecue with friends, Pale 31 represents the bold yet approachable spirit that embodies our state."
44896,New DogTown Pale Ale,Lagunitas Brewing Company,American Pale Ale (APA),6.2%,88,3.95,438,"1,943",
43223,Smitten,Bell's Brewery - Eccentric Café & General Store,American Pale Ale (APA),6%,84,3.7,345,"1,832","Drawn from one of our oldest recipes, Smitten Ale began as part of a series of rye beers at our Eccentric Café. The combination of sharp citrus & resinous flavors from the hops with the earthy, rustic overtones of the rye malt contribution yield an interesting take on the American Pale Ale."
91358,Space Station Middle Finger,3 Floyds Brewing Co.,American Pale Ale (APA),6%,93,4.18,206,"1,760","From the dawn of time, humans have looked to the sky for answers. Space Station Middle Finger replies to all from its eternal orbit. Behold and enjoy Space Station Middle Finger, a bright golden American Pale Ale. 50 IBU"
110744,YumYum,3 Floyds Brewing Co.,American Pale Ale (APA),5.5%,89,4,205,"1,730",Congratulations! Welcome to flavor country. This most recent FFF’s pale ale has just the malt backbone to support an explosive juicy hop profile derived from a new blend of proprietary hops. Cheers. 55 IBU
107406,Galaxy Dry Hopped Fort Point Pale Ale,Trillium Brewing Company,American Pale Ale (APA),6.6%,100,4.57,202,"1,727","This version of our signature American pale ale is dry hopped with the pungent Galaxy variety. Enticingly hazy and blonde in appearance with frothy carb, the nose erupts with strong citrus, passion fruit, and pineapple aromatics. Upfront and resinous hop-derived flavors of grapefruit pith, peach, and mango are balanced with a subtle, bready malt character and mild, subdued bitterness. MALT: American 2-row Barley, White Wheat, C-15, Dextrine HOPS: Galaxy, Columbus"
175577,CitruSinensis,Lagunitas Brewing Company,American Pale Ale (APA),7.9%,91,4.08,352,"1,703","We took some fresh Sanguinello blood oranges, juiced 'em, concentrated that juice (without heat) and threw it into a wheatier version of our New Dogtown Pale Ale. The end result? A refreshingly hopped pale-ish ale with a huge citrus burst! The man bent over his guitar, a shearsman of sorts. The day was green. They said, 'You have a blue guitar, you do not play things as they are.' The man replied, 'Things as they are / Are changed upon the blue guitar.' And they said then, 'But play, you must, a tune beyond us, yet ourselves, a tune upon the blue guitar of things exactly as they are.' He sighs, I cannot bring a world quite round, although I patch it as I can. I sing a hero's head, large eye and bearded bronze, but not a man, although I patch him as I can and reach through him almost to man. If to serenade almost to man is to miss, by that, things as they are, say it is the serenade of a man that plays a blue guitar..."" These, the words of the Conjurer-in-Chief; Wallace Stevens, describe in perfect detail the work of a brewer as he sits to write a new recipe. Perfection is the goal, to fill a desire for a perfect beer. Yet the instrument of his mind and that of the brewhouse and yeast are the fallible tools at hand. And so he patches it as he can. A little hop here, a little citrus there, a yeast to marry the two, the worty substrate of reality calling the key and time signature. The beer that comes will be the beer we drink, the beer whose story we will tell here. The brewer does what he can and imagines a world quite round. Conjurer-in-Chief Stevens concludes; ""Exceeding music must take the place of empty heaven and its hymns."" What does it all have to do with beer?"
88404,Invasion Pale Ale,Cigar City Brewing,American Pale Ale (APA),5%,88,3.93,225,"1,691","The people of Tampa Bay have fallen prey to Pirate invasion every year for well over 100 years. After more than a century of failing to repel these seafaring raiders in their anachronistic wooden ships, despite access to modern sea, land and air arsenals that ostensibly should make short work of wind powered vessels equipped with naught but cast iron cannons and raging scurvy, it occurred to the folks of Cigar City Brewing that if you can’t beat them start saying Arrrr Matey! And so we have brewed Invasion Pale Ale. With tropical notes of mango and tangerine imparted by Simcoe and Mosaic hops, this crisp and sessionable Pale Ale is a perfect companion for long days of marauding, pillaging, and pirating."
116067,Double Dry Hopped Fort Point Pale Ale,Trillium Brewing Company,American Pale Ale (APA),6.6%,100,4.59,196,"1,689","This double dry hopped pale ale contains the same base ingredients, for both malt and hops, as Fort Point Pale Ale, but with an additional dry hop of Citra. The added hops richly enhance the juicy tropical fruit flavors of pineapple/mango, create elevated green, herbaceous aromatics, and increase body. MALT: American 2-row Barley, White Wheat, C-15, Dextrine HOPS: Citra, Columbus"
86647,Citra Hopped Live Pale Ale,Southern Tier Brewing Company,American Pale Ale (APA),5.5%,87,3.9,282,"1,643","Beer is made by creating a liquid rich with fermentable material. Yeast, a living organism, is added to the liquid. The yeast floats around the fermenter gobbling up soluble sugar & converting that energy into alcohol. It’s a volatile & active environment. During this time, the beer is literally alive. Citra Hopped Live is bright, refreshing & loud. We cranked this pale ale up to 11 by adding a generous amount of Citra hops. With that in mind, we wanted the label to reflect the feeling of live music. Live pairs great with toe-tapping or head-banging to your favorite band on stage. 37 IBU"
26233,Fresh Hop Pale Ale,Great Divide Brewing Company,American Pale Ale (APA),6.1%,91,4.08,697,"1,616",
20536,Phin & Matt's Extraordinary Ale,Southern Tier Brewing Company,American Pale Ale (APA),5.2%,81,3.55,626,"1,501",
155168,Lizard King,Pipeworks Brewing Company,American Pale Ale (APA),6%,95,4.27,313,"1,481","Throughout the epic battle, the Ninjas and the Unicorns have been waiting for something, anything, to tip the scale in their favor. After all, The Unicorns and The Ninjas have been fighting this epic battle for nearly and epoch. In this age-old battle, will the Lizard King be the one to end the battle? Will there finally be peace among the two warring parties? Will this be the end of rhetorical questions?!"
100217,Grunion Pale Ale,Ballast Point Brewing Company,American Pale Ale (APA),5.5%,91,4.08,269,"1,453","Our Grunion Pale Ale wasn’t born on a beach, but in a backyard. Originating from an employee-only home brew contest, this award-winning hoppy pale ale is named after the tiny local fish known for late night frolics on shore. A pair of new hop varieties lend strong yet balanced summer melon aromas and herbal flavors, while a soft caramel malt sweetness holds it all together."
101085,American Beauty,Dogfish Head Craft Brewery,American Pale Ale (APA),6.5%,86,3.85,249,"1,448","Pale Ale inspired by the Grateful Dead, made with granola & wildflower honey"
26395,Hop Trip Harvest Ale (Fresh Hop Ale),Deschutes Brewery,American Pale Ale (APA),6.1%,92,4.12,530,"1,394",38 IBU
914,Saranac American Pale Ale,Matt Brewing Company / Saranac Brewery,American Pale Ale (APA),5.5%,78,3.44,638,"1,328","Officially American: previously an English pale ale, we’ve converted this beer over to an American-style Pale Ale. We’ve dialed UP the hop profile, adding more focus to American style hops, like Cascade, Chinook, Citra, and Willamette. Hop Infusion: every drop of beer is exposed to our hop slurry as the beer passes from fermentation to aging, resulting in a more brilliant, cleaner hop character. Saranac Pale Ale’s foundation was built on the tried and true English varieties, Golding and Fuggles. We brighten Pale Ale with the three “C”s; a strong focus on Citra, complimented by Cascade, and Chinook. We then bridge the old world with the new with the two most distinctive hops Bramling Cross and Jester, both descendants of English and North American varieties. Malts: Crystal, Two-Row Hops: Bramling Cross, Jester, Citra, Cascade, Chinook Original Gravity: 13.5° Plato IBU: 32"
113339,A Tiny Beautiful Something,Maine Beer Company,American Pale Ale (APA),5.5%,90,4.04,224,"1,328","A tiny beautiful something showcases a new hop variety, El Dorado. We started playing around with this hop last year. We brewed a pilot batch with this hop exclusively and one with it blended with some of our other favorite Northwest varieties. In the end, we decided that the El Dorado had such a unique and interesting character on its own, so we decided to brew it as a “single hop” pale ale. The aroma and flavor offer intense candied orange and citrus zest. A touch of flaked oats provide a rounded, silky mouthfeel. And like our other hoppy offerings, tiny was brewed to finish dry and clean."
74467,Boat Beer,Carton Brewing Company,American Pale Ale (APA),4.2%,91,4.1,188,"1,306","Boat Beer is designed to be complex enough to merit drinking a few without being crippled by alcohol. Kolsch yeast and German malts are combined to be crisp and refreshing, while a generous amount of American hops have been added to keep it remarkable. Expect it to dance out of the glass with a whack of grapefruit and open into a crisp, stony tangle of white and yellow fruit with pine and moss notes. An IPA for everyday drinking, drink boat beer when you are thirsty from softball, fishing, or explaining why your team is best. Session Ale ABV: 4.2% | IBU: 35 | SRM: 3.5 http://www.youtube.com/watch?v=NYLRXRjCq2c"
77648,Row 2/Hill 56,Russian River Brewing Company,American Pale Ale (APA),5.8%,95,4.3,146,"1,257",
154542,Mosaic Dry Hopped Fort Point,Trillium Brewing Company,American Pale Ale (APA),6.6%,100,4.52,148,"1,257","With this distinctively dank Fort Point variant we feature Mosaic in the dry hop. Pouring a faintly cloudy, canary gold, Mosaic Fort Point emits a fragrant nose of herbal-woodsy hop, passion fruit, and zesty meyer lemon. Thirst quenching flavors of juicy mango, peppy citrus, and earthy hop entwine on the palate with the familiar biscuity mouthfeel, medium body, and bone dry finish of our signature pale ale. MALT: American 2-row Barley, White Wheat, C-15, Dextrine HOPS: Mosaic, Columbus"
55987,Goose Green Line Pale Ale,Goose Island Beer Co.,American Pale Ale (APA),5.4%,81,3.55,199,"1,232","Honey color, bright American hop aroma, citrus flavor, light crisp body."
78937,8-Bit Pale Ale,Tallgrass Brewing Co. Tap House,American Pale Ale (APA),5.2%,85,3.79,216,"1,200",
50241,St. Lupulin,Odell Brewing Company,American Pale Ale (APA),6.5%,91,4.07,322,"1,171","A mystical legend echoes in our brew house—that of St. Lupulin (loop-you-lin), the archetypal hophead. He devoted endless summers to endless rows of hops, tending to the flowers and the beloved resin within—lupulin. Extraordinary oils in this yellow resin provide this dry-hopped extra pale ale with an undeniably pleasing floral aroma and clean, crisp finish. One sip of this seasonal summer ale and you too will believe."
114884,Whirlpool,Night Shift Brewing,American Pale Ale (APA),4.5%,92,4.14,165,"1,151",w England pale ale; citrus-forward and refreshing.
94175,One Claw,Westbrook Brewing Co.,American Pale Ale (APA),6%,89,4,155,"1,147",
3451,Equinox Ale,Lagunitas Brewing Company,American Pale Ale (APA),8.4%,90,4.05,246,"1,137","A creamy, pale oat ale hopped up with a huge charge of Equinox and Simcoe hops for a piney, eucalyptusy, cedary, sprucey, foresty blast."
232168,Pseudo Sue - Double Dry-Hopped,Toppling Goliath Brewing Company,American Pale Ale (APA),6.8%,100,4.57,171,"1,118",
2094,Pale Ale,Boulevard Brewing Co.,American Pale Ale (APA),5.4%,82,3.63,421,"1,117","Our Original Beer 1st Keg - Nov. 17, 1989 Boulevard Pale Ale is a smooth, fruity, well-balanced beer with year-round appeal. A variety of caramel malts impart a rich flavor and amber color, while liberal use of whole hops adds zest and aroma. Pale Ale is the first beer we brewed, and continues to be a perennial favorite. 30 IBU"
232372,12th Of Never Ale,Lagunitas Brewing Company,American Pale Ale (APA),5.5%,89,3.97,268,"1,101","Tropically Hoppy. Light, yet Full-Bodied. Bright and Citrusy. Word. The magical, mystical 12th of Never is a blend of Old and New School hops that play bright citrus, rich coconut, and papaya-esque flavors, all on a solid stage of English puffed wheat. Tropically hoppy. Light, yet full-bodied. Bright and citrusy. The 12th of Never Ale is everything we’ve learned about making hop-forward beer expressed in a moderate voice. Pale, cold, slightly alcoholic and bitter. It’s all we know. These 12oz mini-kegs (AKA cans) are an exciting new option for us, and we are stoopid stoked at the opportunity for y’all to take us to all those new, nelophobic locations…"
105399,Ten Hills Pale Ale,Goose Island Beer Co.,American Pale Ale (APA),6.2%,82,3.64,174,"1,101",
30679,Hopalicious,Ale Asylum,American Pale Ale (APA),5.7%,88,3.93,253,"1,076",Eleven separate additions of cascade hops give this American pale ale its lush citrus aroma and bold hop flavor without crazy bitterness.
3714,Philadelphia Pale Ale,Yards Brewing Co.,American Pale Ale (APA),4.6%,84,3.71,334,"1,058"," to be boastful, but we honestly believe all others pale in comparison to this one. Crisp and hoppy, Philadelphia Pale Ale is brewed with Pilsner malt and American hops, which impart a surprising citrus aroma."
59672,Citra Pale Ale,Hill Farmstead Brewery,American Pale Ale (APA),5.4%,98,4.44,129,"1,051","An American Pale ale bittered, flavored, and dry hopped exclusively with Citra hops from the American Pacific Northwest."
241048,Ripper,Stone Brewing,American Pale Ale (APA),5.7%,86,3.84,291,"1,044","When it came to creating Ripper, we drew inspiration from the coastal surf cultures of SoCal and Oz. Sourcing classic Cascade from the Pacific Northwest and Australian Galaxy hops from…yes…Australia, we made a beer both lovers of frothy peaks and hoppy green buds will be stoked about. At the same time, we stayed true to our San Diego roots by pushing the hop boundaries of this style. While some might think it lingers on an edge far closer to an IPA, with all the dry-hop flavor and aroma, it’s actually right in line with the current-day interpretation of a West Coast pale. Ours just so happens to have an Aussie accent that’s cascading with a juicy amount of grapefruit and passion fruit hoppiness. So veg out or venture out. Either way, rip one open and taste this awesome golden nectar!"
81152,HopHands,Tired Hands Brewing Company,American Pale Ale (APA),5.5%,92,4.14,153,985,"Our exceedingly aromatic pale ale that is brewed with oats and hopped with a blend of Amarillo, Simcoe, and Centennial."
1370,X,AleSmith Brewing Company,American Pale Ale (APA),5%,88,3.94,395,980,"This refreshing, light-golden Extra Pale Ale embodies drinkability. AleSmith X pushes the limits by offering a level of flavor not often found in this classic style. Fresh American hops are abundant but carefully balanced by a light, crisp body and smooth bitterness. Notes of citrus and pine combine with a delicate malt sweetness to create a flavorful drinking experience."
36290,Dry-Hopped American Pale Ale,The Schlafly Tap Room,American Pale Ale (APA),5.9%,85,3.77,324,974,"Our Dry Hopped American Pale Ale (APA) is charged with American hops to create a bold, aromatic ale. Assertive hop flavor joins the pine/citrus aroma characteristic of American hops to balance the full body provided by North American malts. After fermentation, the beer circulates through a bed of Cascade and Chinook hops, boosting the distinctive hop aroma of this satisfying ale. In the long view of the history of beer, American Pale Ale is a newcomer. Based on English Pale Ale, American brewers adapted this style into something new. Born out of the reverence English Pale Ales during the 1980’s American beer scene, APA is the bold, hoppier cousin of Pale Ale. With an emphasis on American hops, APA is gaining popularity with breweries racing to make these ales with such great hop characters. 50 IBU"
46767,Drifter Pale Ale,Widmer Brothers Brewing Company,American Pale Ale (APA),5.7%,85,3.78,411,972,"availability: year-round bitterness: 32 IBU alcohol by volume: 5.7% original gravity: 14.0° PLATO malts: Pale, Caramel 20L, Caravienne 20L, Caramel 80L, Carapils hops: Bittering: Alchemy Aroma: Summit, Nelson Sauvin Dry Hopped: Summit, Nelson Sauvin"
90993,Superfuzz Blood Orange Pale Ale,Elysian Brewing Company,American Pale Ale (APA),6.4%,84,3.71,172,970,
30944,Even Keel,Ballast Point Brewing Company,American Pale Ale (APA),3.8%,86,3.82,182,953,"A session beer for Hop-heads, this ale gets double dry-hopped."
80774,What Is Enlightenment?,Hill Farmstead Brewery,American Pale Ale (APA),5.4%,97,4.39,118,933,American Pale Ale brewed in honor of our Second Anniversary. Simcoe and Amarillo hops.
86870,Midwestern Pale Ale,Bell's Brewery - Eccentric Café & General Store,American Pale Ale (APA),5.2%,78,3.4,153,919,"A blond ale reminiscent of the golden fields at harvest - made with Michigan-grown barley and a delicious blend of pale malts with a distinctive spicy, floral aroma and taste. We invite you to reap what we've sown"
140115,Guayabera Citra Pale Ale,Cigar City Brewing,American Pale Ale (APA),5.5%,91,4.07,218,918,"Traditional throughout Latin America, the guayabera shirt combines style, functionality, form and tradition in it’s four-pocketed design. We at Cigar City feel the same reverence and appreciation for the guayabera that we do for the Citra hop varietal, an ingredient that imparts notes of tangerine, lime and berries to this traditional American Pale Ale. The exclusive use of Citra hops in this beer creates a flavor that’s at once unique and recognizable, while it’s dry, crisp character and moderate alcohol make it as refreshing and functional as a crisp linen guayabera."
77723,Shiner Wild Hare Pale Ale,Spoetzl Brewery,American Pale Ale (APA),5.5%,77,3.34,140,917,
2842,Lord Chesterfield Ale,Yuengling Brewery,American Pale Ale (APA),5.4%,69,2.95,321,916,"One of our heritage beers, Yuengling Lord Chesterfield Ale has as much rich heritage as it does flavor and appeal. Crafted in a unique two-stage European brewing style for enhanced bitterness, it utilizes both conventional kettle hopping and dry hopping after fermentation resulting in a dry sharp finish. Its distinct robust flavor is derived from a delicate combination of sweet maltiness and lingering herbal bitterness."
52041,Osiris Pale Ale,Sun King Brewing Company,American Pale Ale (APA),5.6%,89,3.98,236,908,
68154,The Public Ale,DC Brau Brewing Co.,American Pale Ale (APA),6%,87,3.88,193,907,"The Public Pale Ale is brewed in the classic American Pale Ale style. Assertive bitterness backed by C-60 and Vienna malts which lend notes of rich, yet semi-dry caramel. Then followed up with a nice white grapefruit and citrus aroma that begs for a follow up sip."
28751,Porkslap Pale Ale,Butternuts Beer & Ale,American Pale Ale (APA),4.3%,74,3.23,341,896,
64786,Alchemy Ale,Widmer Brothers Brewing Company,American Pale Ale (APA),5.8%,81,3.59,127,871,
91224,SideKick Extra Pale Ale,Two Brothers Brewing Company,American Pale Ale (APA),5.1%,87,3.9,107,871,
68018,Citra Pale Ale (CPA),Odd Side Ales,American Pale Ale (APA),5.75%,91,4.08,139,868,
74733,Light Speed,Toppling Goliath Brewing Company,American Pale Ale (APA),5.8%,94,4.24,110,867,"Previously known as Millennium Falcon, this seasonal pale ale was crafted with a perfect mixture of Millennium hops and Falconer’s Flight blend. Inviting orange aroma and hints of lemon flavor in this medium-bodied beauty will make you want to drink yours at light speed! 70 IBU"
3811,Third Coast Beer,Bell's Brewery - Eccentric Café & General Store,American Pale Ale (APA),4.8%,79,3.47,350,841,"amed after our favorite coastline and a tribute to the Great Lakes region, Third Coast Beer is a crisply dry-hopped American Pale Ale. Floral and herbal hop aromas combine with a refreshing bitterness, resulting in a truly quaffable beer."
96053,RecreationAle,Terrapin Beer Company,American Pale Ale (APA),4.7%,84,3.7,109,789,A hopped-up session ale perfectly packaged in 12 oz. cans ready to take on any outdoor adventure.
1079,Shelter Pale Ale,Dogfish Head Craft Brewery,American Pale Ale (APA),5%,78,3.39,476,779,"Brewed with a premium barley and northwestern Williamette and Columbus hops, Shelter Pale Ale has a fine malt backbone and a slightly nutty flavor. It's a versatile and quaffable beer. We named this beer Shelter Pale Ale because we think of a shelter as being a place you come home to. It just made sense for this Dogfish original. 30 IBU"
126246,Pennsylvania Tuxedo,Dogfish Head Craft Brewery,American Pale Ale (APA),8.5%,88,3.93,244,767,"A pale ale brewed with Pennsylvania spruce tips.""; ""Pennsylvania Tuxedo pays homage to the flannel-suited hunters and gatherers who dwell deep in the backcountry of north-central PA. Brewed in collaboration with family-run outdoor clothing company Woolrich, Pennsylvania Tuxedo has a grassy citrus kick complemented by the resinous conifer notes of fresh green spruce tips."
41195,Restoration Pale Ale,Abita Brewing Co.,American Pale Ale (APA),5%,79,3.46,238,764,"Restoration Pale Ale is made with Pale, Lager, Crystal and Cara Pils malted barley. It is liberally hopped and dry hopped with American Cascade and fermented with California Ale yeast. The end result is a brilliant gold ale with a rich body, mild bitterness and a snappy fresh citrus hop flavor and aroma. 20 IBU"
259486,Sidecar Orange Pale Ale,Sierra Nevada Brewing Co.,American Pale Ale (APA),5.3%,84,3.71,200,762,"We love hops with a bright, citrus-heavy character. We always wondered what it would be like to punch up the citrus while maintaining a crisp hop bite and balance. The result is this new take on the hoppy pale ale brewed with Cascade, Equinox, and Mandarina hops with a hint of orange peel from additions in both the brew kettle and the fermenter that tweak the classic hop profile and add a zesty pop of bright orange flavor. BITTERING HOPS: Magnum FINISHING HOPS: Cascade, Equinox, Mandarina MALTS: Two-row Pale, Honey malt, Munich OTHER: Orange 35 IBU"
48873,Wyld Extra Pale Ale,Uinta Brewing Company,American Pale Ale (APA),4%,81,3.55,190,752,"A lighter bodied pale ale, this EPA is aggressively dry hopped to showcase fresh hop flavors and aromas. 29 IBU"
4307,The Bitter End Pale Ale,Two Brothers Brewing Company,American Pale Ale (APA),5.2%,85,3.76,306,748,13.5 Plato and 30 IBU
5716,Sweetgrass American Pale Ale (APA),Grand Teton Brewing Co.,American Pale Ale (APA),6%,84,3.75,294,742,"Sweetgrass APA is a Pale Ale of distinction! 2009 Great American Beer Festival Gold Medal winner in the American Pale Ale category, this crisp and fragrant beer is hopped and dry-hopped with plenty of Amarillos and Cascades. Try it with any bold, flavorful food to complement its citrusy, resinous spiciness. 60 IBU"
47244,30th Street Pale Ale,Green Flash Brewing Co.,American Pale Ale (APA),6%,87,3.88,143,734,"Formerly Hop Odyssey: 30th Street Pale Ale Hop-forward and San Diego inspired, this is our brewers’ homage to their local craft beer corridor. Uniquely floral and fruity notes from Warrior, Cascade and El Dorado hops mingle with a hint of crystal malt to build flavors of melon and a lingering grassy bitterness. Well-bittered and dry-hopped, 30th Street is a Pale Ale bold enough to suit the palates of hop heads in the land of sunshine and IPA."
91566,Redhook Audible Ale,Redhook Brewlab,American Pale Ale (APA),4.7%,77,3.34,111,732,
123355,Fist City,Revolution Brewing,American Pale Ale (APA),5.5%,91,4.09,100,711,"Last summer, we aimed to create a mega pale ale with our friends from Big Star restaurant. Our result; Fist City, a crushable Chicago pale ale named after the Loretta Lynn tune. It is brewed with lots of 2 row and red wheat with a little specialty malt for a beautiful golden hue. A blend of Centennial, Citra, Chinook, Cascade and Crystal hops give the beer its flavor and aroma. This beer is meant to be a supremely drinkable brew for those who love hops. Magnificent California hop aromas play in perfect harmony with this brew’s extremely satisfying finish. 40 IBU"
85274,Hipster Ale,Evil Twin Brewing,American Pale Ale (APA),5.5%,82,3.64,142,707,
76468,Citra Extra Pale Ale,Knee Deep Brewing Company,American Pale Ale (APA),7%,88,3.92,141,701,"A single hop, West Coast style American Pale Ale with intense hop flavor and aromas. This is a citrus bomb that has grapefruit and passion fruit aromas with citrus lime flavors."
